"%SPR","F(%SPR)","YPR","SSB.PR","Freport_8-9"
0.2,0.525578324882476,0.16537257409902,0.47394483579459,0.525578324882476
0.25,0.388065410166753,0.165054717132222,0.592431044056385,0.388065410166753
0.3,0.300458915822028,0.161760725949057,0.710917252499103,0.300458915822028
0.35,0.239306614872606,0.156215150040624,0.829403464733203,0.239306614872606
0.4,0.193904648936032,0.14892712649165,0.947889670953632,0.193904648936032
0.45,0.158686266003767,0.140261286045187,1.06637587904119,0.158686266003767
0.5,0.130463695066398,0.130484903825407,1.18486208907998,0.130463695066398
0.55,0.107273708645015,0.119798442510672,1.30334830114311,0.107273708645015
0.6,0.0878370038481904,0.108355441901384,1.42183450663792,0.0878370038481904
0.65,0.0712816648754817,0.0962757109098728,1.540320715222,0.0712816648754817
0.7,0.0569913715060581,0.0836542850941903,1.65880692403436,0.0569913715060581
0.75,0.0445171378597363,0.070567642973663,1.77729313419842,0.0445171378597363
0.8,0.0335234942308061,0.0570781187370375,1.89577934207527,0.0335234942308061
