"%SPR","F(%SPR)","YPR","SSB.PR","Freport_8-9"
0.2,3,0.0466042819520262,0.055236725855369,3
0.25,2.24973193232742,0.045248695199022,0.0649086928668614,2.24973193232742
0.3,1.57568801957173,0.043216866308163,0.0778904318500342,1.57568801957173
0.35,1.13727237521633,0.0409825698542727,0.0908721700303791,1.13727237521633
0.4,0.843418700183737,0.0385805335033617,0.103853907921276,0.843418700183737
0.45,0.64016201334647,0.0360312830358588,0.116835646954655,0.64016201334647
0.5,0.494547500001066,0.0333420106907549,0.129817385641774,0.494547500001066
0.55,0.386434543315836,0.0305151918762867,0.142799124273001,0.386434543315836
0.6,0.303459684354113,0.0275545495287798,0.155780862857049,0.303459684354113
0.65,0.237900093941205,0.0244664064114958,0.168762601452095,0.237900093941205
0.7,0.184801302332172,0.0212589602730283,0.181744340204525,0.184801302332172
0.75,0.140886747738603,0.0179412488908235,0.194726078648833,0.140886747738603
0.8,0.103922528144891,0.014522378738109,0.20770781717373,0.103922528144891
