"%SPR","F(%SPR)","YPR","SSB.PR","Freport_8-9"
0.2,3,0.0233697159411161,0.0281127778299799,3
0.25,3,0.0233697159411161,0.0281127778299799,3
0.3,3,0.0233697159411161,0.0281127778299799,3
0.35,2.44793220552154,0.0222426069069558,0.031141627880066,2.44793220552154
0.4,1.8310217418573,0.0205910435822616,0.0355904318438418,1.8310217418573
0.45,1.37964681045611,0.0189406619682413,0.0400392357835037,1.37964681045611
0.5,1.0454913983409,0.0172884988327785,0.044488039859185,1.0454913983409
0.55,0.795769822369031,0.0156325750353355,0.048936843740079,0.795769822369031
0.6,0.607103240243324,0.0139703315883067,0.0533856477152692,0.607103240243324
0.65,0.462531470149928,0.0122977314346098,0.0578344515833945,0.462531470149928
0.7,0.349840346497772,0.0106099483810857,0.0622832556585176,0.349840346497772
0.75,0.260357089654757,0.00890257852024963,0.0667320596471777,0.260357089654757
0.8,0.187976575761779,0.00717238461175751,0.0711808636233782,0.187976575761779
