"%SPR","F(%SPR)","YPR","SSB.PR","Freport_8-9"
0.2,0.531010440750947,0.165445498636586,0.473944838107571,0.531010440750947
0.25,0.391480980715025,0.165182664347328,0.592431044637294,0.391480980715025
0.3,0.302773090643401,0.161921563256245,0.710917249645356,0.302773090643401
0.35,0.24095358955837,0.156392524222156,0.829403461185729,0.24095358955837
0.4,0.195115694931485,0.149109518675178,0.947889670194132,0.195115694931485
0.45,0.159596213435001,0.14044070705251,1.06637587982877,0.159596213435001
0.5,0.131156786798669,0.130655847449161,1.18486208631249,0.131156786798669
0.55,0.107805486308788,0.119957138183769,1.30334829852571,0.107805486308788
0.6,0.0882456795638477,0.108499339515465,1.42183450613465,0.0882456795638477
0.65,0.0715944462221187,0.0964031254234691,1.54032071291557,0.0715944462221187
0.7,0.0572281819365734,0.0837641478278041,1.65880692420194,0.0572281819365734
0.75,0.0446929144708861,0.0706593296833751,1.77729313243443,0.0446929144708861
0.8,0.0336496580167866,0.0571513243794521,1.89577934226054,0.0336496580167866
